"Year","Class","Name","Gender","Mark","Event","State"
"1995","5A","Jorge Tugnon, Boca Raton, 4:27.68","Boys"," 4:27.68","1600m","Florida"
"1995","4A","Adam Spater, Lecanto, 4:22.51","Boys"," 4:22.51","1600m","Florida"
"1995","3A","Marcus Tanner, Chiefland, 4:27.95","Boys"," 4:27.95","1600m","Florida"
"1995","2A","Luis Delfin, Admiral Farragut (St. Petersburg), 4:36.80","Boys"," 4:36.80","1600m","Florida"
"1996","6A","Robert Evans, Lyman (Longwood), 4:16.55","Boys"," 4:16.55","1600m","Florida"
"1996","5A","Matthew Whaley, Estero, 4:21.84","Boys"," 4:21.84","1600m","Florida"
"1996","4A","Eric Montalvo, Belen Jesuit (Miami), 4:18.55","Boys"," 4:18.55","1600m","Florida"
"1996","3A","Darrin Miller, Tampa Catholic, 4:21.83","Boys"," 4:21.83","1600m","Florida"
"1996","2A","Luke Taunton, Wewahitchka, 4:30.97","Boys"," 4:30.97","1600m","Florida"
"1997","6A","Courtney Chambers, Boyd Anderson (Lauderdale Lakes), 4:20.8","Boys"," 4:20.8","1600m","Florida"
"1997","5A","Justin Insco, Rutherford (Springfield), 04:18.8","Boys"," 04:18.8","1600m","Florida"
"1997","4A","William Jeffries, Lake Wales, 4:19.12","Boys"," 4:19.12","1600m","Florida"
"1997","3A","Marcus Tanner, Chiefland, 4:14.44","Boys"," 4:14.44","1600m","Florida"
"1997","2A","David Thornton, Upperroom Christian (Lauderhill), 4:29.24","Boys"," 4:29.24","1600m","Florida"
"1998","6A","Moise Joseph, Miami Central, 4:15.12","Boys"," 4:15.12","1600m","Florida"
"1998","5A","Thomas Kunish, Woodham (Pensacola), 04:21.5","Boys"," 04:21.5","1600m","Florida"
"1998","4A","Charles Lee, Lecanto, 4:20.71","Boys"," 4:20.71","1600m","Florida"
"1998","3A","Ben Kozyak, Ransom Everglades (Miami), 04:30.1","Boys"," 04:30.1","1600m","Florida"
"1998","2A","Joseph Taunton, Wewahitchka, 4:23.91","Boys"," 4:23.91","1600m","Florida"
"1999","6A","Moise Joseph, Miami Central, 4:13.4","Boys"," 4:13.4","1600m","Florida"
"1999","5A","Alexander L’Heureux, Palm Beach Gardens, 04:15.6","Boys"," 04:15.6","1600m","Florida"
"1999","4A","Brian Major, Hernando (Brooksville), 4:23.81","Boys"," 4:23.81","1600m","Florida"
"1999","3A","Giscard Titus, Cardinal Newman (West Palm Beach), 4:23.45","Boys"," 4:23.45","1600m","Florida"
"1999","2A","Roderick Givens, Port St. Joe, 4:25.18","Boys"," 4:25.18","1600m","Florida"
"2000","4A","Moise Joseph, Miami Central, 4:10.85","Boys"," 4:10.85","1600m","Florida"
"2000","3A","Matthew Ciancuilli, Flagler Palm Coast, 04:16.6","Boys"," 04:16.6","1600m","Florida"
"2000","2A","Daniel Soule, Pensacola Catholic, 4:19.27","Boys"," 4:19.27","1600m","Florida"
"2000","A","Rolf Steier, Berkeley Prep (Tampa), 4:19.74","Boys"," 4:19.74","1600m","Florida"
"2001","4A","John Jefferson, Atlantic (Delray Beach), 04:13.1","Boys"," 04:13.1","1600m","Florida"
"2001","3A","Matthew Cianciulli, Flagler Palm Coast, (Bunnell) 4:12.42","Boys"," 4:12.42","1600m","Florida"
"2001","2A","Daniel Soule, Pensacola Catholic, 4:17.30","Boys"," 4:17.30","1600m","Florida"
"2001","A","Rolf Steier, Berkeley Prep (Tampa), 4:18.08","Boys"," 4:18.08","1600m","Florida"
"2002","4A","Kevin Hicks, Miami Central, 4:12.69","Boys"," 4:12.69","1600m","Florida"
"2002","3A","Sam Vazquez, Flagler Palm Coast, 4:09.44","Boys"," 4:09.44","1600m","Florida"
"2002","2A","Andrew Martin, Gulliver Prep (Miami), 04:17.8","Boys"," 04:17.8","1600m","Florida"
"2002","A","Omar Osbourne, Upperroom Christian (Lauderhill), 4:12.45","Boys"," 4:12.45","1600m","Florida"
"2003","4A","Paul Cross, South Plantation, 4:16.35","Boys"," 4:16.35","1600m","Florida"
"2003","3A","Sam Vazquez, Flagler Palm Coast, 4:12.68","Boys"," 4:12.68","1600m","Florida"
"2003","2A","Jose Garcia, Belen Jesuit (Miami), 4:15.99","Boys"," 4:15.99","1600m","Florida"
"2003","A","Ross McMillan, Maclay (Tallahassee), 04:22.3","Boys"," 04:22.3","1600m","Florida"
"2004","4A","Coleman Hoover, Winter Park, 4:16.23","Boys"," 4:16.23","1600m","Florida"
"2004","3A","Scott Hans, Ridgeview (Orange Park), 04:16.5","Boys"," 04:16.5","1600m","Florida"
"2004","2A","Andy Biladeau, Jesuit (Tampa), 4:17.44","Boys"," 4:17.44","1600m","Florida"
"2004","1A","Justin Taylor, St. Joseph (St. Augustine), 04:21.3","Boys"," 04:21.3","1600m","Florida"
"2005","4A","Coleman Hoover, Winter Park, 4:20.18","Boys"," 4:20.18","1600m","Florida"
"2005","3A","Scott Mackley, Kathleen (Lakeland), 4:15","Boys"," 4:15","1600m","Florida"
"2005","2A","Andy Biladeau, Jesuit (Tampa), 4:11.63","Boys"," 4:11.63","1600m","Florida"
"2005","1A","Justin Taylor, St. Joseph (St. Augustine), 04:18.2","Boys"," 04:18.2","1600m","Florida"
"2006","4A","Justin Harbor, Flagler Palm Coast, 4:15.22","Boys"," 4:15.22","1600m","Florida"
"2006","3A","Steven Bell, Land O'Lakes, 4:17.09","Boys"," 4:17.09","1600m","Florida"
"2006","2A","Joseph Franklin, Godby (Tallahassee), 04:21.3","Boys"," 04:21.3","1600m","Florida"
"2006","1A","Ryan Harris, Oak Hall (Gainesville), 4:23.40","Boys"," 4:23.40","1600m","Florida"
"2007","4A","Alex Wills, Colonial (Orlando), 4:18.44","Boys"," 4:18.44","1600m","Florida"
"2007","3A","James Grantham, North Port, 4:18.47","Boys"," 4:18.47","1600m","Florida"
"2007","2A","Joseph Franklin, Godby (Tallahassee), 04:08.8","Boys"," 04:08.8","1600m","Florida"
"2007","1A","Michael Anderson, P.K. Yonge (Gainesville), 04:19.4","Boys"," 04:19.4","1600m","Florida"
"2008","4A","John Mitchell, Durant (Plant City), 4:21.63","Boys"," 4:21.63","1600m","Florida"
"2008","3A","Johnathan Esteban, Robert E. Lee (Jacksonville), 4:22.03","Boys"," 4:22.03","1600m","Florida"
"2008","2A","Joseph Franklin, Godby (Tallahassee), 04:15.6","Boys"," 04:15.6","1600m","Florida"
"2008","1A","Ryan Harris, Oak Hall (Gainesville), 4:26.64","Boys"," 4:26.64","1600m","Florida"
"2009","4A","Armando Del Valle, Columbus (Miami), 04:17.4","Boys"," 04:17.4","1600m","Florida"
"2009","3A","Matt Mizereck, Leon (Tallahassee), 4:17.71","Boys"," 4:17.71","1600m","Florida"
"2009","2A","Connor Revord, Jesuit (Tampa), 4:21.51","Boys"," 4:21.51","1600m","Florida"
"2009","1A","Taylor Peliska, St. John Neumann (Naples), 04:21.6","Boys"," 04:21.6","1600m","Florida"
"2010","4A","Ryan Pickering, John I. Leonard (Greenacres), 4:11.77","Boys"," 4:11.77","1600m","Florida"
"2010","3A","Matt Mizereck, Leon (Tallahassee), 4:15.13","Boys"," 4:15.13","1600m","Florida"
"2010","2A","Colin Barker, Bishop Kenny (Jacksonville), 04:18.1","Boys"," 04:18.1","1600m","Florida"
"2010","1A","David Kilgore, Holy Trinity (Melbourne), 04:27.0","Boys"," 04:27.0","1600m","Florida"
"2011","4A","Armando Del Valle, Columbus (Miami), 04:09.5","Boys"," 04:09.5","1600m","Florida"
"2011","3A","Tyler Cardillo, Charlotte (Punta Gorda), 04:11.3","Boys"," 04:11.3","1600m","Florida"
"2011","2A","Bert Irigoyen, Ransom Everglades (Miami), 04:22.2","Boys"," 04:22.2","1600m","Florida"
"2011","1A","David Kilgore, Holy Trinity (Melbourne), 04:21.5","Boys"," 04:21.5","1600m","Florida"
"2012","4A","Andres Arroyo, Colonial (Orlando), 4:14.06","Boys"," 4:14.06","1600m","Florida"
"2012","3A","Ryan Schnulle, Charlotte (Punta Gorda), 04:16.5","Boys"," 04:16.5","1600m","Florida"
"2012","2A","Bert Irigoyen, Ransom Everglades (Miami), 04:19.6","Boys"," 04:19.6","1600m","Florida"
"2012","1A","Ryan Gousse, Trinity Prep (Winter Park), 04:17.2","Boys"," 04:17.2","1600m","Florida"
"2013","4A","Andres Arroyo, Colonial (Orlando), 4:15.50","Boys"," 4:15.50","1600m","Florida"
"2013","3A","Nicholas Morken, Niceville, 4:23.79","Boys"," 4:23.79","1600m","Florida"
"2013","2A","David Yarborough, Bishop Kenny (Jacksonville), 4:20.89","Boys"," 4:20.89","1600m","Florida"
"2013","1A","Alex Brown, Holy Trinity (Melbourne), 04:25.8","Boys"," 04:25.8","1600m","Florida"
"2014","4A","Jack Guyton, Plant (Tampa), 4:11.86","Boys"," 4:11.86","1600m","Florida"
"2014","3A","Sukhi Khosla, Leon (Tallahassee), 4:05.96","Boys"," 4:05.96","1600m","Florida"
"2014","2A","Gaby Correa, Ransom Everglades (Miami), 04:21.4","Boys"," 04:21.4","1600m","Florida"
"2014","1A","Franco Martins, Windermere Prep, 4:22.33","Boys"," 4:22.33","1600m","Florida"
"2015","4A","Carlin Berryhill, Coral Reef, 4:16.91","Boys"," 4:16.91","1600m","Florida"
"2015","3A","Avery Bartlett, Chiles (Tallahassee), 4:12.76","Boys"," 4:12.76","1600m","Florida"
"2015","2A","Connor Vaughan, Wolfson, 4:19.42","Boys"," 4:19.42","1600m","Florida"
"2015","1A","Franco Martins, Windermere Prep, 4:20.39","Boys"," 4:20.39","1600m","Florida"
"2016","4A","Timothy Doyle, Freedom, 4:15.42","Boys"," 4:15.42","1600m","Florida"
"2016","3A","Steven Cross, Merritt Island, 4:22.33","Boys"," 4:22.33","1600m","Florida"
"2016","2A","Trevor Foley, Hernando, 4:18.98","Boys"," 4:18.98","1600m","Florida"
"2016","1A","Luke Peterson, Shorecrest Prep, 4:31.06","Boys"," 4:31.06","1600m","Florida"
"2017","4A","Timothy Doyle, Freedom, 4:21.45","Boys"," 4:21.45","1600m","Florida"
"2017","3A","Matthew Clark, Creekside, 4:17.16","Boys"," 4:17.16","1600m","Florida"
"2017","2A","Caleb Pottorff, Lincoln Park, 4:16.21","Boys"," 4:16.21","1600m","Florida"
"2017","1A","Chase Hyland, The Pine School, 4:28.74","Boys"," 4:28.74","1600m","Florida"
"2018","4A","Timothy Doyle, Freedom (Orlando), 4:15.42","Boys"," 4:15.42","1600m","Florida"
"2018","3A","Michael Phillips, Chiles (Tallahassee), 04:08.2","Boys"," 04:08.2","1600m","Florida"
"2018","2A","Paul Stafford, Lake Wales, 4:12.70","Boys"," 4:12.70","1600m","Florida"
"2018","1A","Trevor Foley, Citrus Park, 4:21.34","Boys"," 4:21.34","1600m","Florida"
"2019","4A","Angel Vicioso, Oviedo, 4:15.93","Boys"," 4:15.93","1600m","Florida"
"2019","3A","Hugh Brittenham, Estero, 4:14.73","Boys"," 4:14.73","1600m","Florida"
"2019","2A","Charles Hicks, Bolles (Jacksonville), 4:13.47","Boys"," 4:13.47","1600m","Florida"
"2019","1A","Junious Brown, Maclay (Tallahassee), 04:20.9","Boys"," 04:20.9","1600m","Florida"
"1972","2A","Lewis McDonald, Fort Meade, 6’0”","Boys"," 6’0”","High Jump","Florida"
"1972","A","Gary Beach, Branford, 5’10”","Boys"," 5’10”","High Jump","Florida"
"1973","4A","Ellis Miller, Stranahan (Fort Lauderdale), 6’8 1/2”","Boys"," 6’8 1/2”","High Jump","Florida"
"1973","3A","M. Stuckey, Cocoa, 6’6”","Boys"," 6’6”","High Jump","Florida"
"1973","2A","Dwight Floyd, Florida High (Tallahassee), 6’0”","Boys"," 6’0”","High Jump","Florida"
"1973","A","Peter Jordan, Westminster Christian (Miami), 6’4”","Boys"," 6’4”","High Jump","Florida"
"1974","4A","James Hall, Robinson (Tampa), 6’6 1/4”","Boys"," 6’6 1/4”","High Jump","Florida"
"1974","3A","Steve Drawdy, Vanguard (Ocala), 6’2”","Boys"," 6’2”","High Jump","Florida"
"1974","2A","Bill Balanag, LaSalle (Miami), 6’7”","Boys"," 6’7”","High Jump","Florida"
"1974","A","Charles Barrineau, Pensacola Christian, 5’10”","Boys"," 5’10”","High Jump","Florida"
"1976","4A","John Burch, Mainland (Daytona Beach), 6’6”","Boys"," 6’6”","High Jump","Florida"
"1976","3A","Richard Crane, Cocoa Beach, 6’8”","Boys"," 6’8”","High Jump","Florida"
"1976","2A","Carlos Abavnza, LaSalle (Miami), 6’3”","Boys"," 6’3”","High Jump","Florida"
"1976","A","Carl Robinson, St. Joseph (St. Augustine), 5’10”","Boys"," 5’10”","High Jump","Florida"
"1977","4A","John Burch, Mainland (Daytona Beach), 6’10”","Boys"," 6’10”","High Jump","Florida"
"1977","3A","Kenneth Gibson, Apopka, 6’6”","Boys"," 6’6”","High Jump","Florida"
"1977","2A","Gary Gassett, Santa Fe (Alachua), 6’7”","Boys"," 6’7”","High Jump","Florida"
"1977","A","Carl Robinson, St. Joseph (St. Augustine), 6’0”","Boys"," 6’0”","High Jump","Florida"
"1978","4A","Robert Haley, Brandon, 6’11”","Boys"," 6’11”","High Jump","Florida"
"1978","3A","Alfonzo Stoutamire, Baker County (Glen St. Mary), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1978","2A","Doxey Alston, Florida High (Tallahassee), 6’5”","Boys"," 6’5”","High Jump","Florida"
"1978","A","Terrance Hinson, FAMU (Tallahassee), 6’7”","Boys"," 6’7”","High Jump","Florida"
"1979","4A","Carlos Leonard, Oak Ridge (Orlando), 7’0”","Boys"," 7’0”","High Jump","Florida"
"1979","3A","Clarence Conyers, Haines City, 6’6”","Boys"," 6’6”","High Jump","Florida"
"1979","2A","Vito McKeever, Dunnellon, 6’8 1/4”","Boys"," 6’8 1/4”","High Jump","Florida"
"1979","A","Terrance Hinson, FAMU (Tallahassee), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1980","4A","Jerry Smith, Mainland (Daytona Beach), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1980","3A","Albert Peacock, Crestview, 6’6”","Boys"," 6’6”","High Jump","Florida"
"1980","2A","Vito McKeever, Dunnellon, 6’4”","Boys"," 6’4”","High Jump","Florida"
"1980","A","Willie Harper, Frostproof, 6’6 1/2”","Boys"," 6’6 1/2”","High Jump","Florida"
"1981","4A","Moe Johnson, American (Hialeah), 6’6”","Boys"," 6’6”","High Jump","Florida"
"1981","3A","Michael Rosamila, Titusville, 6’8 1/4”","Boys"," 6’8 1/4”","High Jump","Florida"
"1981","2A","Michael Beal, Pace, 6’4”","Boys"," 6’4”","High Jump","Florida"
"1981","A","Kenneth Moore, Mount Dora Bible, 6’2”","Boys"," 6’2”","High Jump","Florida"
"1982","4A","David Etheridge, Winter Haven, 6’8”","Boys"," 6’8”","High Jump","Florida"
"1982","3A","Michael Rosamila, Titusville, 6’10”","Boys"," 6’10”","High Jump","Florida"
"1982","2A","Bobby Parrish, Jefferson County (Monticello), 6’4”","Boys"," 6’4”","High Jump","Florida"
"1982","A","Dwight Dodd, Munroe (Quincy), 6’5”","Boys"," 6’5”","High Jump","Florida"
"1983","4A","David Etheridge, Winter Haven, 7’0”","Boys"," 7’0”","High Jump","Florida"
"1983","3A","Sonny Williams, Glades Central (Belle Glade), 7’0”","Boys"," 7’0”","High Jump","Florida"
"1983","2A","Albernard Walker, Pahokee, 6’6”","Boys"," 6’6”","High Jump","Florida"
"1983","A","Kenny Moore, Mount Dora Bible, 6’6”","Boys"," 6’6”","High Jump","Florida"
"1984","4A","Jay Singleton, Miami Central, 6’10”","Boys"," 6’10”","High Jump","Florida"
"1984","3A","Steven Harris, Vanguard (Ocala), 6’10”","Boys"," 6’10”","High Jump","Florida"
"1984","2A","Gerald White, Tampa Catholic, 6’4”","Boys"," 6’4”","High Jump","Florida"
"1984","A","Alvin Harper, Frostproof, 6’6”","Boys"," 6’6”","High Jump","Florida"
"1985","4A","Ralph Philpott, Lyman (Longwood), 6’10”","Boys"," 6’10”","High Jump","Florida"
"1985","3A","Steven Harris, Vanguard (Ocala), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1985","2A","Gerald White, Tampa Catholic, 6’6”","Boys"," 6’6”","High Jump","Florida"
"1985","A","Alvin Harper, Frostproof, 6’11”","Boys"," 6’11”","High Jump","Florida"
"1986","4A","Ralph Philpott, Lyman (Longwood), 6’10”","Boys"," 6’10”","High Jump","Florida"
"1986","3A","Billy Wade, Glades Central (Belle Glade), 6’10”","Boys"," 6’10”","High Jump","Florida"
"1986","2A","Derrick Berry, Pahokee, 6’4”","Boys"," 6’4”","High Jump","Florida"
"1986","A","Alvin Harper, Frostproof, 6’6”","Boys"," 6’6”","High Jump","Florida"
"1987","4A","Darran Morgan, Evans (Orlando), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1987","3A","Freenas Harris, Vanguard (Ocala), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1987","2A","Greg Smith, Bolles (Jacksonville), 6’6”","Boys"," 6’6”","High Jump","Florida"
"1987","A","Cliff Scott, Sneads, 6’2”","Boys"," 6’2”","High Jump","Florida"
"1988","4A","Eric Hannah, Dunedin, 7’1”","Boys"," 7’1”","High Jump","Florida"
"1988","3A","Walter Hopson, Seminole (Sanford), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1988","2A","Ken Leeks, Marianna, 6’6”","Boys"," 6’6”","High Jump","Florida"
"1988","A","Thomas Mason, Lakeland Christian, 6’4”","Boys"," 6’4”","High Jump","Florida"
"1989","4A","Horace Copeland, Evans (Orlando), 6’10”","Boys"," 6’10”","High Jump","Florida"
"1971","2A","Clarence Tate, Washington (Pensacola), 6’6”","Boys"," 6’6”","High Jump","Florida"
"1971","A","Patrick Osborne, Boca Raton, 6’2”","Boys"," 6’2”","High Jump","Florida"
"1971","B","Don Berg, Ransom (Miami), 6’0”","Boys"," 6’0”","High Jump","Florida"
"1971","C","William Moody, Greensboro, 6’4 3/4”","Boys"," 6’4 3/4”","High Jump","Florida"
"1972","4A","Jeff Nedimeyer, Titusville, 6’8”","Boys"," 6’8”","High Jump","Florida"
"1972","3A","Zach Perkins, Crestview, 6’2”","Boys"," 6’2”","High Jump","Florida"
"1989","3A","Eddie Roberts, Dillard (Fort Lauderdale), 6’10”","Boys"," 6’10”","High Jump","Florida"
"1989","2A","Wayne Clements, Flagler Palm Coast, 6’8 1/2”","Boys"," 6’8 1/2”","High Jump","Florida"
"1989","A","Tommy Montgomery, Florida School for the Deaf (St. Augustine), 6’6”","Boys"," 6’6”","High Jump","Florida"
"1990","4A","Eric Matthews, Santaluces (Lantana), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1990","3A","Juan Thomas, Deerfield Beach, 6’10”","Boys"," 6’10”","High Jump","Florida"
"1990","2A","Jason Johnson, Pahokee, 6’8”","Boys"," 6’8”","High Jump","Florida"
"1990","A","Tommy Montgomery, Florida School for the Deaf (St. Augustine), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1991","4A","Thomas Jarosik, Lyman (Longwood), 6’10”","Boys"," 6’10”","High Jump","Florida"
"1991","3A","Percell Gaskins, Seabreeze (Daytona Beach), 7’0”","Boys"," 7’0”","High Jump","Florida"
"1991","2A","Preston Jarvis, Pahokee, 6’6”","Boys"," 6’6”","High Jump","Florida"
"1991","A","Jason Costner, Lakeland Christian, 6’10”","Boys"," 6’10”","High Jump","Florida"
"1992","4A","Willie Gosha, Choctawhatchee (Fort Walton Beach), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1992","3A","Issac Hill, New Smyrna Beach, 7’0”","Boys"," 7’0”","High Jump","Florida"
"1992","2A","Michael Bowman, Interlachen, 6’8”","Boys"," 6’8”","High Jump","Florida"
"1992","A","Hunter Glaum, Shorecrest (St. Petersburg), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1993","4A","Donald Bates, Buchholz (Gainesville), 6’10”","Boys"," 6’10”","High Jump","Florida"
"1993","3A","Darren Grant, Pasco (Dade City), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1993","2A","Jeremy Ladley, Umatilla, 6’10”","Boys"," 6’10”","High Jump","Florida"
"1993","A","Terrence Williams, FAMU (Tallahassee), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1994","5A","Tim James, Miami Northwestern, 7’2”","Boys"," 7’2”","High Jump","Florida"
"1994","4A","Charles Griffin, Gainesville, 7’0”","Boys"," 7’0”","High Jump","Florida"
"1994","3A","John Navrati, Osceola (Seminole), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1994","2A","Antwione Allen, Port St. Joe, 6’10”","Boys"," 6’10”","High Jump","Florida"
"1994","A","Terrence Williams, FAMU (Tallahassee), 6’6”","Boys"," 6’6”","High Jump","Florida"
"1995","6A","Tim James, Miami Northwestern, 6’10”","Boys"," 6’10”","High Jump","Florida"
"1995","5A","Derrick Robinson, First Coast (Jacksonville), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1995","4A","Tony Robinson, Shanks (Quincy), 6’6”","Boys"," 6’6”","High Jump","Florida"
"1995","3A","Antwione Allen, Port St. Joe, 7’0 1/4”","Boys"," 7’0 1/4”","High Jump","Florida"
"1995","2A","Thomas Mehegan, Father Lopez (Daytona Beach), 6’2”","Boys"," 6’2”","High Jump","Florida"
"1996","6A","Shawn Brown, Bloomingdale (Valrico), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1996","5A","Cameron Ankele, St. Thomas Aquinas (Fort Lauderdale), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1996","4A","Arnold Jackson, Andrew Jackson (Jacksonville), 6’10”","Boys"," 6’10”","High Jump","Florida"
"1996","3A","Marco Givens, Port St. Joe, 6’6”","Boys"," 6’6”","High Jump","Florida"
"1996","2A","Brad Barnes, Lakeland Christian, 6’6”","Boys"," 6’6”","High Jump","Florida"
"1997","6A","Shawn Brown, Bloomingdale (Valrico), 6’10”","Boys"," 6’10”","High Jump","Florida"
"1997","5A","Jay Reckenwald, Clearwater, 6’10”","Boys"," 6’10”","High Jump","Florida"
"1997","4A","Darell Johnson, Rockledge, 6’8”","Boys"," 6’8”","High Jump","Florida"
"1997","3A","Michael Cannon, Walton (DeFuniak Springs), 6’6”","Boys"," 6’6”","High Jump","Florida"
"1997","2A","Randall Jones, Moore Haven, 6’8”","Boys"," 6’8”","High Jump","Florida"
"1998","6A","Mathew Vincent, Martin County (Stuart), 6’10”","Boys"," 6’10”","High Jump","Florida"
"1998","5A","Jay Rockenweld, Clearwater, 6’8”","Boys"," 6’8”","High Jump","Florida"
"1998","4A","Marcus Johnson, Rockledge, 6’8”","Boys"," 6’8”","High Jump","Florida"
"1998","3A","Tony Williams, Hamilton County (Jasper), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1998","2A","Brad Barnes, Lakeland Christian, 6’6”","Boys"," 6’6”","High Jump","Florida"
"1999","6A","Matt Vincent, Martin County (Stuart), 7’0”","Boys"," 7’0”","High Jump","Florida"
"1999","5A","Kevin Rose, Merritt Island, 6’10”","Boys"," 6’10”","High Jump","Florida"
"1999","4A","Roderick Henry, Jones (Orlando), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1999","3A","Leevan Sands, Florida Air Academy (Melbourne), 6’8”","Boys"," 6’8”","High Jump","Florida"
"1999","2A","Andre Cross, Broward Christian (Plantation), 6’4”","Boys"," 6’4”","High Jump","Florida"
"2000","4A","Eric Rodriguez, Winter Park, 6’8”","Boys"," 6’8”","High Jump","Florida"
"2000","3A","Jimmy Baxter, Boca Ciega (Gulfport), 7’2”","Boys"," 7’2”","High Jump","Florida"
"2000","2A","Corey Harper, Bayside (Palm Bay), 6’6”","Boys"," 6’6”","High Jump","Florida"
"2000","A","Andre Cross, Broward Christian (Plantation), 6’6”","Boys"," 6’6”","High Jump","Florida"
"2001","4A","Wenbos Mukubu, Miami Beach, 6’10”","Boys"," 6’10”","High Jump","Florida"
"2001","3A","Gary Mays, Woodham (Pensacola), 6’6”","Boys"," 6’6”","High Jump","Florida"
"2001","2A","Terrance McClain, Hamilton County (Jasper), 7’0”","Boys"," 7’0”","High Jump","Florida"
"2001","A","Craig McClure, Maclay (Tallahassee), 6’6”","Boys"," 6’6”","High Jump","Florida"
"2002","4A","Tony Collins, John I. Leonard (Greenacres), 6'10""","Boys"," 6'10""","High Jump","Florida"
"2002","3A","DeWayne Jenkins, Flagler Palm Beach (Bunnell), 6'10""","Boys"," 6'10""","High Jump","Florida"
"2002","2A","Terrance McClain, Hamilton County (Jasper), 7'0""","Boys"," 7'0""","High Jump","Florida"
"2002","A","Dennis Allen, Seven Rivers Christian (Lecanto), 6'6""","Boys"," 6'6""","High Jump","Florida"
"2003","4A","Jermaine Moreira, Dwyer (Palm Beach Gardens), 6'8""","Boys"," 6'8""","High Jump","Florida"
"2003","3A","Dempsey Josinvil, Glades Central (Belle Glade), 7'01""","Boys"," 7'01""","High Jump","Florida"
"2003","2A","Roy Jossfolk, Chaminade (Hollywood), 6'6""","Boys"," 6'6""","High Jump","Florida"
"2003","A","Marcus Edwards, Lafayette (Mayo), 6'6""","Boys"," 6'6""","High Jump","Florida"
"2004","4A","Shawn Aronson, Boone (Orlando), 6'6""","Boys"," 6'6""","High Jump","Florida"
"2004","3A","Erroll Blackmon, Washington (Pensacola), 6'10""","Boys"," 6'10""","High Jump","Florida"
"2004","2A","Dempsey Josinvil, Glades Central (Belle Glade), 6'10""","Boys"," 6'10""","High Jump","Florida"
"2004","1A","Marcus Edwards, Lafayette (Mayo), 6'8""","Boys"," 6'8""","High Jump","Florida"
"2005","4A","Jamal Whitted, Oak Ridge (Orlando), 6'8""","Boys"," 6'8""","High Jump","Florida"
"2005","3A","Machel Hunter, Wharton (Tampa), 6'8""","Boys"," 6'8""","High Jump","Florida"
"2005","2A","Micky Gilyard, Crescent City, 6'8""","Boys"," 6'8""","High Jump","Florida"
"2005","1A","James Hughes, Graceville, 6'8""","Boys"," 6'8""","High Jump","Florida"
"2006","4A","Mike Edwards, Poinciana (Kissimmee), 6'8""","Boys"," 6'8""","High Jump","Florida"
"2006","3A","Bryan Turner, Eastside (Gainesville), 6'10""","Boys"," 6'10""","High Jump","Florida"
"2006","2A","Mike Kursteiner, Nature Coast (Brooksville), 10-Jun","Boys","6'10""","High Jump","Florida"
"2006","1A","Jose Obregon, Dade Christian (Miami), 6'4""","Boys"," 6'4""","High Jump","Florida"
"2007","4A","Kevin Elliot, Colonial (Orlando), 6'8""","Boys"," 6'8""","High Jump","Florida"
"2007","3A","Bryan Turner, Eastside (Gainesville), 6'8""","Boys"," 6'8""","High Jump","Florida"
"2007","2A","Ronnie Baldner, Crystal River, 6'10""","Boys"," 6'10""","High Jump","Florida"
"2007","1A","Frank DeSalvo, Community School (Naples), 6'6""","Boys"," 6'6""","High Jump","Florida"
"2008","4A","Brian Knight, Miami Southridge, 7'0""","Boys"," 7'0""","High Jump","Florida"
"2008","3A","Marquis Mack, Booker (Sarasota), 6'10""","Boys"," 6'10""","High Jump","Florida"
"2008","2A","Fred Miller, Raines (Jacksonville), 6'10""","Boys"," 6'10""","High Jump","Florida"
"2008","1A","Antwonne McCloud, Moore Haven, 6'4""","Boys"," 6'4""","High Jump","Florida"
"2009","4A","Jordan Clark, Wekiva (Apopka), 6'8""","Boys"," 6'8""","High Jump","Florida"
"2009","3A","Sharif Hudson, Washington (Pensacola), 6'10""","Boys"," 6'10""","High Jump","Florida"
"2009","2A","Jarvis Davis, Golden Gate (Naples), 6'8""","Boys"," 6'8""","High Jump","Florida"
"2009","1A","Bryan Kilts, Mount Dora Bible, 6'6""","Boys"," 6'6""","High Jump","Florida"
"2010","4A","Antron Jackson, Miami Carol City, 7'0""","Boys"," 7'0""","High Jump","Florida"
"2010","3A","Hercules Stancil, Bartow, 6'8""","Boys"," 6'8""","High Jump","Florida"
