MEET,,EVENT,YEAR,PLACING,ATHLETE,SCHOOL,PERFORMANCE,,,,FN,
States,,110 M High Hurdles,1984,1,"Gilbert, John",Pilgrim,14.7,,,,,
States,,110 M High Hurdles,1984,2,"Bannon, Michael",Woonsocket,15.0,,,,,
States,,110 M High Hurdles,1984,3,"MacLellan, Thomas",LaSalle,15.0,,,,,
States,,110 M High Hurdles,1984,4,"Turbitt, Sean",Classical,15.0,,,,,
States,,110 M High Hurdles,1984,5,"D'Andrea, William",Bishop Hendricken,15.7,,,,,
States,,110 M High Hurdles,1984,6,"Papa, Kevin",LaSalle,16.8,,,,,
States,,300 M Low Hurdles,1984,1,"Krawczyk, Joseph",LaSalle,38.2,,,,,
States,,300 M Low Hurdles,1984,2,"Sheridan, Leon",Bishop Hendricken,38.8,,,,,
States,,300 M Low Hurdles,1984,3,"Gilbert, John",Pilgrim,39.8,,,,,
States,,300 M Low Hurdles,1984,4,"Bannon, Michael",Woonsocket,40.1,,,,,
States,,300 M Low Hurdles,1984,5,"Turbitt, Sean",Classical,40.3,,,,,
States,,300 M Low Hurdles,1984,6,"Martel, Bruce",Lincoln,40.5,,,,,
States,,100 Meters,1984,1,"Mayo, Aaron",Hope,10.5,,,,,
States,,100 Meters,1984,2,"Crabtree, Donald",St. Raphael's,10.8,,,,,
States,,100 Meters,1984,3,"Williams, Steven",Bishop Hendricken,10.9,,,,,
States,,100 Meters,1984,4,"Dupuis, Marc",Lincoln,11.0,,,,,
States,,100 Meters,1984,5,"Pereira, James",East Providence,11.3,,,,,
States,,100 Meters,1984,6,"Dorcas, Timothy",Classical,11.4,,,,,
States,,200 Meters,1984,1,"Mayo, Aaron",Hope,21.9,,,,,
States,,200 Meters,1984,2,"Crabtree, Donald",St. Raphael's,22.2,,,,,
States,,200 Meters,1984,3,"Dupuis, Marc",Lincoln,22.9,,,,,
States,,200 Meters,1984,4,"Frenze, John",Bishop Hendricken,23.4,,,,,
States,,200 Meters,1984,5,"Byrne, Carlos",Bishop Hendricken,23.4,,,,,
States,,400 Meters,1984,1,"Krause, Stephen",Classical,50.4,,,,,
States,,400 Meters,1984,2,"Whetstine, Michael",East Greenwich,51.3,,,,,
States,,400 Meters,1984,3,"Madden, Thomas",Bishop Hendricken,51.7,,,,,
States,,400 Meters,1984,4,"Nehring, Michael",North Kingstown,51.9,,,,,
States,,400 Meters,1984,5,"Stravato, Richard",Bishop Hendricken,52.0,,,,,
States,,400 Meters,1984,6,"Hopkins, Troy",Barrington,52.1,,,,,
States,,800 Meters,1984,1,"Dunn, Christopher",Bishop Hendricken,1:59.5,,,,,
States,,800 Meters,1984,2,"Boisvert, Daniel",Woonsocket,2:00.1,,,,,
States,,800 Meters,1984,3,"McAlmon, Jesse",Our Lady of Providence,2:00.7,,,,,
States,,800 Meters,1984,4,"Kehoe, John",Portsmouth,2:01.2,,,,,
States,,800 Meters,1984,5,"Mitchell, Steven",Portsmouth,2:01.5,,,,,
States,,800 Meters,1984,6,"Angeli, Rick",Bishop Hendricken,2:03.5,,,,,
States,,1500 Meters,1984,1,"Carew, Robert",Cumberland,4:02.9,,,,,
States,,1500 Meters,1984,2,"Duggan, John",South Kingstown,4:03.8,,,,,
States,,1500 Meters,1984,3,"McAlmon, Jesse",Our Lady of Providence,4:06.7,,,,,
States,,1500 Meters,1984,4,"Dandeneau, James",Cumberland,4:08.1,,,,,
States,,1500 Meters,1984,5,"Sweenor, Brian",Bishop Hendricken,4:08.2,,,,,
States,,1500 Meters,1984,6,"Riordan, Terrance",LaSalle,4:10.1,,,,,
States,,3000 Meters,1984,1,"Brewster, Kevin",Bishop Hendricken,8:40.6,,,,,
States,,3000 Meters,1984,2,"Pieroni, Michael",Rogers,,,,,,
States,,3000 Meters,1984,3,"McKenna, Sean",LaSalle,,,,,,
States,,3000 Meters,1984,4,"Thibodeau, Brian",Cumberland,,,,,,
States,,3000 Meters,1984,5,"Neri, Steven",North Providence,,,,,,
States,,3000 Meters,1984,6,"Sheeley, Clinton",Lincoln,,,,,,
States,,400 Meter Relay,1984,1,"Frenze, John",Bishop Hendricken,44.2,,,,,
States,,400 Meter Relay,1984,1,"Byrne, Carlos",Bishop Hendricken,,,,,,
States,,400 Meter Relay,1984,1,"Williams, Steven",Bishop Hendricken,,,,,,
States,,400 Meter Relay,1984,1,"Bedard, David",Bishop Hendricken,,,,,,
States,,400 Meter Relay,1984,2,"Gammons, Richard",East Greenwich,44.7,,,,,
States,,400 Meter Relay,1984,2,"Jerue, Jeffery",East Greenwich,,,,,,
States,,400 Meter Relay,1984,2,"Medhurst, Ronald",East Greenwich,,,,,,
States,,400 Meter Relay,1984,2,"Whetstine, Michael",East Greenwich,,,,,,
States,,400 Meter Relay,1984,3,no names listed,Lincoln,44.8,,,,relay,
States,,400 Meter Relay,1984,4,no names listed,South Kingstown,45.2,,,,relay,
States,,400 Meter Relay,1984,5,no names listed,Our Lady of Providence,45.7,,,,relay,
States,,400 Meter Relay,1984,6,no names listed,Middletown,45.8,,,,relay,
States,,1600 Meter Relay,1984,1,"Duarte, Scott",Woonsocket,3:27.4,,,,,
States,,1600 Meter Relay,1984,1,"Burkinshaw, Matthew",Woonsocket,,,,,,
States,,1600 Meter Relay,1984,1,"Bannon, Michael",Woonsocket,,,,,,
States,,1600 Meter Relay,1984,1,"Boisvert, Daniel",Woonsocket,,,,,,
States,,1600 Meter Relay,1984,2,"Madden, Thomas",Bishop Hendricken,3:28.8,,,,,
States,,1600 Meter Relay,1984,2,"Stravato, Richard",Bishop Hendricken,,,,,,
States,,1600 Meter Relay,1984,2,"Dunn, Christopher",Bishop Hendricken,,,,,,
States,,1600 Meter Relay,1984,2,"Angeli, Rick",Bishop Hendricken,,,,,,
States,,1600 Meter Relay,1984,3,no names listed,LaSalle,3:31.8,,,,relay,
States,,1600 Meter Relay,1984,4,no names listed,Mount Pleasant,3:35.4,,,,relay,
States,,1600 Meter Relay,1984,5,no names listed,Barrington,3:36.3,,,,relay,
States,,1600 Meter Relay,1984,6,no names listed,Lincoln,3:37.6,,,,relay,
States,,Shot Put,1985,1,"Brown, Arthur",Bishop Hendricken,"54'9""",16.68 m,,,,
States,,Shot Put,1985,2,"Edgarton, Joseph",Bishop Hendricken,"54'2 1/2""",16.52 m,,,,
States,,Shot Put,1985,3,"Thibert, Michael",Classical,"51'10""",15.80 m,,,,
States,,Shot Put,1985,4,"Meizoso, James",Bishop Hendricken,"50'10""",15.49 m,,,,
States,,Shot Put,1985,5,"Warrener, Brian",Johnston,"50'8 1/4""",15.45 m,,,,
States,,Shot Put,1985,6,"Shaw, Howard",Pilgrim,"50'0 1/4""",15.24 m,,,,
States,,Discus,1985,1,"Guiot, Bruce",Classical,"149'1""",45.44 m,,,,
States,,Discus,1985,2,"MacLellan, Thomas",LaSalle,"147'10""",45.06 m,,,,
States,,Discus,1985,3,"Giguere, Paul",Cumberland,"145'6""",44.34 m,,,,
States,,Discus,1985,4,"Edgarton, Joseph",Bishop Hendricken,"141'9""",43.20 m,,,,
States,,Discus,1985,5,"Robinson, David",Rogers,"134'2""",40.89 m,,,,
States,,Discus,1985,6,"DiLorenzo, Dominic",Johnston,"133'6""",40.69 m,,,,
States,,Hammer,1985,1,"Rao, Paul",Lincoln,"202'7""",61.74 m,,,,
States,,Hammer,1985,2,"Taylor, Raymond",Lincoln,"190'7""",58.08 m,,,,
States,,Hammer,1985,3,"Rockett, Andrew",Bishop Hendricken,"190'6""",58.06 m,,, ,
States,,Hammer,1985,4,"O'Loughlin, Michael",Bishop Hendricken,"188'5""",57.42 m,,, ,
States,,Hammer,1985,5,"Groves, Ralph",Bishop Hendricken,"180'5""",54.99 m,,, ,
States,,Hammer,1985,6,"Sarkisian, Simon",Classical,"174'2""",53.08 m,,,,
States,,Javelin (Old Standard),1985,1,"DiZoglio, James",Classical,"193'0 1/2""",58.82 m,,,,
States,,Javelin (Old Standard),1985,2,"Balkus, Larry",Bishop Hendricken,"190'3""",57.98 m,,,,
States,,Javelin (Old Standard),1985,3,"Foster, Ralph",Chariho,"174'3""",53.11 m,,, ,
States,,Javelin (Old Standard),1985,4,"Prew, Michael",East Providence,"164'2""",50.04 m,,, ,
States,,Javelin (Old Standard),1985,5,"Zarella, Paul",LaSalle,"162'6""",49.53 m,,,,
States,,Javelin (Old Standard),1985,6,"Jedson, Steven",Bishop Hendricken,"162'2""",49.42 m,,,,
States,,High Jump,1985,1,"Wright, David",Cumberland,"6'5""",1.96 m,,,,
States,,High Jump,1985,2,"Brown, Lance",Westerly,"6'5""",1.96 m,,,,
States,,High Jump,1985,3,"Ray, Tony",Rogers,"6'5""",1.96 m,,,,
States,,High Jump,1985,4,"McLaughlin, Scott",Shea,"6'3""",1.90 m,,,,
States,,High Jump,1985,5,"Carter, Paul",Barrington,"6'3""",1.90 m,,,,
States,,High Jump,1985,6,"Whitney, Brett",South Kingstown,"6'1""",1.85 m,,,,
States,,Long Jump,1985,1,"Smith, Dino",Hope,"20'10 1/2""",6.36 m,,,,
States,,Long Jump,1985,2,"Royster, Joel",Hope,"20'9 3/4""",6.34 m,,,,
States,,Long Jump,1985,3,"Counnas, John",North Kingstown,"20'8 3/4""",6.31 m,,,,
States,,Long Jump,1985,4,"Parry, Patrick",Bishop Hendricken,"20'8 1/2""",6.31 m,,,,
States,,Long Jump,1985,5,"Rogers, Scott",Middletown,"20'2 1/4""",6.15 m,,,,
States,,Long Jump,1985,6,"Bailey, Michael",Smithfield,"19'9""",6.02 m,,,,
States,,Triple Jump,1985,1,"Robinson, David",Rogers,"44'0""",13.41 m,,,,
States,,Triple Jump,1985,2,"Reardon, Patrick",Chariho,"42'2 3/4""",12.87 m,,,,
States,,Triple Jump,1985,3,"Counnas, John",North Kingstown,"41'10 1/2""",12.76 m,,,,
States,,Triple Jump,1985,4,"Parry, Patrick",Bishop Hendricken,"41'7 1/2""",12.68 m,,,,
States,,Triple Jump,1985,5,"Soares, Brian",West Warwick,"41'6 1/2""",12.66 m,,,,
States,,Triple Jump,1985,6,"Whitney, Brett",South Kingstown,"41'4 3/4""",12.61 m,,,,
States,,Pole Vault,1985,1,"Fielding, James",Bishop Hendricken,"13'0""",3.96 m,,,,
States,,Pole Vault,1985,2,"Wiese, Eric",Bishop Hendricken,"12'4""",3.76 m,,,,
States,,Pole Vault,1985,3,"Ingraham, Duke",Portsmouth,"12'4""",3.76 m,,,,
States,,Pole Vault,1985,4,"Reilly, Sean",Bishop Hendricken,"11'6""",3.50 m,,,,
States,,Pole Vault,1985,5,"Dees, Hank",Rogers,"11'6""",3.50 m,,,,
States,,Pole Vault,1985,6,"Souza, Scott",Bishop Hendricken,"11'6""",3.50 m,,,,
States,,110 M High Hurdles,1985,1,"D'Andrea, William",Bishop Hendricken,15.0,,,,,
States,,110 M High Hurdles,1985,2,"Turbitt, Sean",Classical,15.1,,,,,
States,,110 M High Hurdles,1985,3,"Carter, Kevin",Bishop Hendricken,15.3,,,, ,
States,,110 M High Hurdles,1985,4,"Ramos, Manny",Tolman,15.8,,,,,
States,,110 M High Hurdles,1985,5,"England, Michael",Narragansett,16.0,,,,,
States,,110 M High Hurdles,1985,6,"Gibb, Thomas",Our Lady of Providence,16.3,,,, ,
States,,300 M Low Hurdles,1985,1,"Yamaki, Nobi",Toll Gate,38.7,,,,,
States,,300 M Low Hurdles,1985,2,"Turbitt, Sean",Classical,39.0,,,,,
States,,300 M Low Hurdles,1985,3,"McLaughlin, Scott",Shea,39.1,,,,,
States,,300 M Low Hurdles,1985,4,"Durso, Peter",Middletown,40.4,,,,,
States,,300 M Low Hurdles,1985,5,"Wright, Steve",Bishop Hendricken,40.5,,,, ,
States,,300 M Low Hurdles,1985,6,"Foley, Daniel",Smithfield,40.9,,,,,
States,,100 Meters,1985,1,"Byrne, Carlos",Bishop Hendricken,11.0,,,,,
States,,100 Meters,1985,2,"Frenze, John",Bishop Hendricken,11.4,,,,,
States,,100 Meters,1985,3,"Masseur, Matthew",Bishop Hendricken,11.5,,,,,
States,,100 Meters,1985,4,"Rodriques, Dana",Shea,11.6,,,,,
States,,100 Meters,1985,5,"Fields, Brad",Rogers,11.8,,,,,
States,,100 Meters,1985,6,"Dorcas, Timothy",Classical,12.0,,,,,
States,,200 Meters,1985,1,"Frenze, John",Bishop Hendricken,22.1,,,,,
States,,200 Meters,1985,2,"Krause, Stephen",Classical,22.3,,,,,
States,,200 Meters,1985,3,"Byrne, Carlos",Bishop Hendricken,22.5,,,,,
States,,200 Meters,1985,4,"Masseur, Matthew",Bishop Hendricken,23.5,,,,,
States,,200 Meters,1985,5,"Whetstine, Michael",East Greenwich,25.3,,,,,
States,,200 Meters,1985,6,"Comerford, Bob",South Kingstown,,,,,,
States,,400 Meters,1985,1,"Krause, Stephen",Classical,49.2,,,,,
States,,400 Meters,1985,2,"Quinn, Brian",South Kingstown,50.6,,,,,
States,,400 Meters,1985,3,"Whetstine, Michael",East Greenwich,51.0,,,,,
States,,400 Meters,1985,4,"Royster, Joel",Hope,51.4,,,,,
States,,400 Meters,1985,5,"Turner, Gary",Toll Gate,51.9,,,,,
States,,400 Meters,1985,6,"Hopkins, Troy",Barrington,52.3,,,,,
States,,800 Meters,1985,1,"McAlmon, Jesse",Our Lady of Providence,1:58.5,,,,,
States,,800 Meters,1985,2,"Corrigan, Frank",East Providence,1:59.6,,,,,
States,,800 Meters,1985,3,"Jasparro, Christopher",Cumberland,2:00.5,,,,,
States,,800 Meters,1985,4,"Picard, Eric",Rogers,2:00.7,,,,,
States,,800 Meters,1985,5,"Hunt, Jeffrey",Bishop Hendricken,2:01.9,,,,,
States,,800 Meters,1985,6,"Carter, Paul",Barrington,2:02.5,,,,,
States,,1500 Meters,1985,1,"Duggan, John",South Kingstown,3:55.5,,,,,
States,,1500 Meters,1985,2,"Dandeneau, James",Cumberland,4:01.6,,,,,
States,,1500 Meters,1985,3,"Brewster, Kevin",Bishop Hendricken,4:03.3,,,,,
States,,1500 Meters,1985,4,"Shine, Dennis",Bishop Hendricken,4:07.3,,,,,
States,,1500 Meters,1985,5,"Robinson, David",Rogers,4:07.3,,,,,
States,,1500 Meters,1985,6,"Brochu, Keith",Chariho,4:10.7,,,,,
States,,3000 Meters,1985,1,"Pieroni, Michael",Rogers,8:42.3,,,,,
States,,3000 Meters,1985,2,"Zeferino, Antonio",Shea,9:09.9,,,,,
States,,3000 Meters,1985,3,"Horn, David",Bishop Hendricken,9:13.5,,,,,
States,,3000 Meters,1985,4,"McLaughlin, William",Our Lady of Providence,9:18.4,,,,,
States,,3000 Meters,1985,5,"Fornaro, David",LaSalle,9:22.8,,,,,
States,,3000 Meters,1985,6,"Calcione, James",Bishop Hendricken,9:28.8,,,,,
States,,400 Meter Relay,1985,1,"Northrup, Michael",Bishop Hendricken,42.8,,,,,
States,,400 Meter Relay,1985,1,"Byrne, Carlos",Bishop Hendricken,,,,,,
States,,400 Meter Relay,1985,1,"Frenze, John",Bishop Hendricken,,,,,,
States,,400 Meter Relay,1985,1,"Masseur, Matthew",Bishop Hendricken,,,,,,
States,,400 Meter Relay,1985,2,"Krause, Stephen",Classical,44.1,,,,,
States,,400 Meter Relay,1985,2,"Dorcas, Timothy",Classical,,,,,,
States,,400 Meter Relay,1985,2,"Turbitt, Sean",Classical,,,,,,
States,,400 Meter Relay,1985,2,"Castillo, James",Classical,,,,,,
States,,400 Meter Relay,1985,3,"Brothers, Norman",Westerly,44.3,,,,,
States,,400 Meter Relay,1985,3,"DeBartolo, Angelo",Westerly,,,,,,
States,,400 Meter Relay,1985,3,"Silvestri, Paul",Westerly,,,,,,
States,,400 Meter Relay,1985,3,"Sardelli, Matthew",Westerly,,,,,,
States,,400 Meter Relay,1985,4,no names listed,Narragansett,44.9,,,,relay,
States,,400 Meter Relay,1985,5,no names listed,Toll Gate,45.0,,,,relay,
States,,400 Meter Relay,1985,6,no names listed,Hope,45.3,,,,relay,
States,,1600 Meter Relay,1985,1,"Rodriques, Dana",Shea,3:28.1,,,,,
States,,1600 Meter Relay,1985,1,"Enright, Robert",Shea,,,,,,
States,,1600 Meter Relay,1985,1,"Pizzo, John",Shea,,,,,,
States,,1600 Meter Relay,1985,1,"McLaughlin, Scott",Shea,,,,,,
States,,1600 Meter Relay,1985,2,"Stravato, Richard",Bishop Hendricken,3:28.9,,,,,
States,,1600 Meter Relay,1985,2,"Hunt, Jeffrey",Bishop Hendricken,,,,,,
States,,1600 Meter Relay,1985,2,"Dolce, Steven",Bishop Hendricken,,,,,,
States,,1600 Meter Relay,1985,2,"Gondusky, Paul",Bishop Hendricken,,,,,,
States,,1600 Meter Relay,1985,3,"Greene, Ted",Mount Pleasant,3:30.0,,,,,
States,,1600 Meter Relay,1985,3,"Latimer, Donald",Mount Pleasant,,,,,,
States,,1600 Meter Relay,1985,3,"Figueroa, Joaquin",Mount Pleasant,,,,,,
States,,1600 Meter Relay,1985,3,"Valerio, Pedro",Mount Pleasant,,,,,,
States,,1600 Meter Relay,1985,4,no names listed,West Warwick,3:37.0,,,,relay,
States,,1600 Meter Relay,1985,T-5,no names listed,Barrington,3:39.0,,,,relay,
States,,1600 Meter Relay,1985,T-5,no names listed,Chariho,3:39.0,,,,relay,
States,,Shot Put,1986,1,"Edgarton, Joseph",Bishop Hendricken,"57'3""",17.45 m,,,,
States,,Shot Put,1986,2,"Guiot, Bruce",Classical,"53'2 1/2""",16.21 m,,,,
States,,Shot Put,1986,3,"Thompson, John",Rogers,"52'9 1/4""",16.08 m,,,,
States,,Shot Put,1986,4,"Ratcliffe, Richard",Rogers,"52'1 1/4""",15.88 m,,,,
States,,Shot Put,1986,5,"Thibert, Michael",Classical,"50'10""",15.49 m,,,,
States,,Shot Put,1986,6,"Lemek, Scott",West Warwick,"48'9 1/2""",14.87 m,,,,
States,,Discus,1986,1,"Guiot, Bruce",Classical,"168'9""",51.44 m,,,,
States,,Discus,1986,2,"Thompson, John",Rogers,"164'2""",50.04 m,,,,
States,,Discus,1986,3,"Baughan, Nicholas",Classical,"149'11""",45.69 m,,,,
States,,Discus,1986,4,"Taylor, Joseph",Lincoln,"145'7""",44.37 m,,,,
States,,Discus,1986,5,"Silva, David",Chariho,"142'4""",43.38 m,,,,
States,,Discus,1986,6,"DiLullo, Peter",LaSalle,"138'11""",42.34 m,,,,
States,,Hammer,1986,1,"Guiot, Bruce",Classical,"196'2""",59.79 m,,,,
States,,Hammer,1986,2,"Baughan, Nicholas",Classical,"189'3""",57.68 m,,,,
States,,Hammer,1986,3,"Lemoi, Andrew",Bishop Hendricken,"172'8""",52.62 m,,,,
States,,Hammer,1986,4,"Parks, Reed",Bishop Hendricken,"172'2""",52.48 m,,,,
States,,Hammer,1986,5,"DeStefano, David",Barrington,"164'7""",50.16 m,,,,
States,,Hammer,1986,6,"Rooney, Steven",Middletown,"163'9""",49.91 m,,,,
States,,Javelin (Old Standard),1986,1,"Dooley, Brian",Bishop Hendricken,"172'4""",52.52 m,,,,
States,,Javelin (Old Standard),1986,2,"Sparfven, Jeffrey",Classical,"170'0""",51.82 m,,,,
States,,Javelin (Old Standard),1986,3,"Carlos, Michael",Cumberland,"166'4""",50.70 m,,,,
States,,Javelin (Old Standard),1986,4,"SaoBento, Steven",LaSalle,"163'5""",49.80 m,,,,
States,,Javelin (Old Standard),1986,5,"Dionne, Todd",Pilgrim,"162'1""",49.40 m,,,,
States,,Javelin (Old Standard),1986,6,"Stephens, Mark",Classical,"160'10""",49.02 m,,, ,
States,,High Jump,1986,1,"Whitney, Brett",South Kingstown,"6'7""",2.01 m,,,,
States,,High Jump,1986,2,"Curry, Joe",Hope,"6'7""",2.01 m,,,,
States,,High Jump,1986,3,"Paquette, Ed",South Kingstown,"6'5""",1.96 m,,,,
States,,High Jump,1986,4,"Simons, Roland",Pilgrim,"6'1""",1.85 m,,,,
States,,High Jump,1986,5,"Brown, Lance",Westerly,"6'1""",1.85 m,,,,
States,,High Jump,1986,T-6,"Turner, Gary",Toll Gate,"5'11""",1.80 m,,,,
States,,High Jump,1986,T-6,"Groves, Ralph",Bishop Hendricken,"5'11""",1.80 m,,,,
States,,Long Jump,1986,1,"Greene, Ted",Mount Pleasant,"21'4""",6.50 m,,,,
States,,Long Jump,1986,2,"Rogers, Scott",Middletown,"20'9 3/4""",6.34 m,,,,
States,,Long Jump,1986,3,"Royster, Jarrett",Hope,"20'7 3/4""",6.29 m,,,,
States,,Long Jump,1986,4,"Royster, Joel",Hope,"20'6""",6.24 m,,,,
States,,Long Jump,1986,5,"Flynn, Michael",LaSalle,"20'1""",6.12 m,,,,
States,,Long Jump,1986,6,"Soares, Dennis",Hope,"20'0 1/2""",6.11 m,,,,
States,,Triple Jump,1986,1,"Curry, Joe",Hope,"44'2""",13.46 m,,,,
States,,Triple Jump,1986,2,"Royster, Joel",Hope,"42'6 1/2""",12.96 m,,,,
States,,Triple Jump,1986,3,"Clayton, James",Classical,"42'2 1/2""",12.86 m,,,,
States,,Triple Jump,1986,4,"Reardon, Patrick",Chariho,"41'7 3/4""",12.69 m,,,,
States,,Triple Jump,1986,5,"Whitney, Brett",South Kingstown,"41'6 3/4""",12.66 m,,,,
States,,Triple Jump,1986,6,"Pyle, Rudy",South Kingstown,"40'7 3/4""",12.39 m,,, ,
States,,Pole Vault,1986,1,"Wiese, Eric",Bishop Hendricken,"13'0""",3.96 m,,,,
States,,Pole Vault,1986,2,"Ingraham, Duke",Portsmouth,"12'8""",3.86 m,,,,
States,,Pole Vault,1986,3,"Schroeder, Paul",Bishop Hendricken,"12'4""",3.76 m,,, ,
States,,Pole Vault,1986,4,"Orcutt, Chris",Bishop Hendricken,"12'4""",3.76 m,,, ,
States,,Pole Vault,1986,5,"Aubee, Kevin",Ponaganset,"12'0""",3.66 m,,,,
States,,Pole Vault,1986,T-6,"Kempski, Steve",West Warwick,"11'6""",3.50 m,,,,
States,,Pole Vault,1986,T-6,"Reilly, Sean",Bishop Hendricken,"11'6""",3.50 m,,,,
States,,110 M High Hurdles,1986,1,"Stallwood, Gregg",Lincoln,15.1,,,,,
States,,110 M High Hurdles,1986,2,"Gaines, Paul",Rogers,15.2,,,,,
States,,110 M High Hurdles,1986,3,"Carter, Kevin",Bishop Hendricken,15.5,,,,,
States,,110 M High Hurdles,1986,4,"McReynolds, James",Toll Gate,15.8,,,,,
States,,110 M High Hurdles,1986,5,"Isble, Anthony",Woonsocket,16.1,,,,,
States,,110 M High Hurdles,1986,6,"Desmarais, Paul",Woonsocket,16.3,,,,,
States,,300 M Low Hurdles,1986,1,"Paquette, Ed",South Kingstown,38.9,,,,,
States,,300 M Low Hurdles,1986,2,"McReynolds, James",Toll Gate,39.5,,,,,
States,,300 M Low Hurdles,1986,3,"Flynn, Michael",LaSalle,40.0,,,,,
States,,300 M Low Hurdles,1986,4,"Isble, Anthony",Woonsocket,40.2,,,,,
States,,300 M Low Hurdles,1986,5,"Stallwood, Gregg",Lincoln,40.3,,,,,
States,,300 M Low Hurdles,1986,6,"Gaines, Paul",Rogers,40.5,,,,,
States,,100 Meters,1986,1,"Frenze, John",Bishop Hendricken,10.9,,,,,
States,,100 Meters,1986,2,"Masseur, Matthew",Bishop Hendricken,10.9,,,,,
States,,100 Meters,1986,3,"Soares, Dennis",Hope,11.1,,,,,
States,,100 Meters,1986,4,"Byrne, Carlos",Bishop Hendricken,11.3,,,,,
States,,100 Meters,1986,5,"Mangilli, Rick",Narragansett,11.8,,,,,
States,,100 Meters,1986,6,"Turner, Gary",Toll Gate,11.9,,,,,
States,,200 Meters,1986,1,"Frenze, John",Bishop Hendricken,22.3,,,,,
States,,200 Meters,1986,2,"Mangilli, Rick",Narragansett,22.8,,,,,
States,,200 Meters,1986,3,"Byrne, Carlos",Bishop Hendricken,23.1,,,,,
States,,200 Meters,1986,4,"Masseur, Matthew",Bishop Hendricken,23.4,,,,,
States,,200 Meters,1986,5,"Jefferson, Ken",Narragansett,23.8,,,, ,
States,,200 Meters,1986,6,"Jamiel, Kurt",LaSalle,24.2,,,,,
States,,400 Meters,1986,1,"Royster, Jarrett",Hope,49.6,,,,,
States,,400 Meters,1986,2,"Greene, Ted",Mount Pleasant,49.9,,,,,
States,,400 Meters,1986,3,"Quinn, Brian",South Kingstown,50.2,,,,,
States,,400 Meters,1986,4,"Myles, Richard",Mount Pleasant,50.5,,,,,
States,,400 Meters,1986,5,"Melfi, Kevin",Pilgrim,52.3,,,,,
States,,400 Meters,1986,6,"Boyle, Gregg",Lincoln,53.1,,,,,
States,,800 Meters,1986,1,"Scott, George",East Providence,1:57.4,,,,,
States,,800 Meters,1986,2,"Picard, Eric",Rogers,1:58.5,,,,,
States,,800 Meters,1986,3,"Williams, Joseph",Bishop Hendricken,1:59.4,,,,,
States,,800 Meters,1986,4,"Micelli, Robert",Johnston,2:00.3,,,,,
States,,800 Meters,1986,5,"Brochu, Keith",Chariho,2:00.5,,,,,
States,,800 Meters,1986,6,"Brennan, Daniel",Lincoln,2:01.1,,,,,
States,,1500 Meters,1986,1,"Brewster, Kevin",Bishop Hendricken,3:57.1,,,,,
States,,1500 Meters,1986,2,"Duggan, John",South Kingstown,4:02.6,,,,,
States,,1500 Meters,1986,3,"Shine, Dennis",Bishop Hendricken,4:04.3,,,,,
States,,1500 Meters,1986,4,"Smith, George",East Providence,4:11.5,,,,,
States,,1500 Meters,1986,5,"Hunt, William",Bishop Hendricken,4:11.9,,,,,
States,,1500 Meters,1986,6,"Fortes, Tony",Hope,4:12.3,,,,,
States,,3000 Meters,1986,1,"Brewster, Kevin",Bishop Hendricken,8:43.4,,,,,
States,,3000 Meters,1986,2,"Borden, Ronald",Smithfield,8:44.7,,,,,
States,,3000 Meters,1986,3,"Horn, David",Bishop Hendricken,8:45.5,,,,,
States,,3000 Meters,1986,4,"McLaughlin, William",Our Lady of Providence,8:53.0,,,,,
States,,3000 Meters,1986,5,"Hines, John",Toll Gate,9:07.6,,,,,
States,,3000 Meters,1986,6,"Lewis, Andrew",Bishop Hendricken,9:17.5,,,,,
States,,400 Meter Relay,1986,1,"Byrne, Carlos",Bishop Hendricken,42.8,,,,,
States,,400 Meter Relay,1986,1,"DeMizio, Carl",Bishop Hendricken,,,,,,
States,,400 Meter Relay,1986,1,"Masseur, Matthew",Bishop Hendricken,,,,,,
States,,400 Meter Relay,1986,1,"Frenze, John",Bishop Hendricken,,,,,,
States,,400 Meter Relay,1986,2,"Hitch, Jerry",Hope,44.0,,,,,
States,,400 Meter Relay,1986,2,"Horton, Tony",Hope,,,,,,
States,,400 Meter Relay,1986,2,"Robinson, Jackie",Hope,,,,,,
States,,400 Meter Relay,1986,2,"Curry, Joe",Hope,,,,,,
States,,400 Meter Relay,1986,3,no names listed,Woonsocket,45.0,,,,relay,
States,,400 Meter Relay,1986,4,no names listed,Portsmouth,45.2,,,,relay,
States,,400 Meter Relay,1986,5,no names listed,Middletown,46.4,,,,relay,
States,,400 Meter Relay,1986,6,no names listed,Mount Pleasant,46.7,,,,relay,
States,,1600 Meter Relay,1986,1,"Royster, Jarrett",Hope,3:25.6,,,,,
States,,1600 Meter Relay,1986,1,"Royster, Joel",Hope,,,,,,
States,,1600 Meter Relay,1986,1,"Fontes, Tony",Hope,,,,,,
States,,1600 Meter Relay,1986,1,"Soares, Dennis",Hope,,,,,,
States,,1600 Meter Relay,1986,2,"Burgess, Mark",Mount Pleasant,3:26.4,,,,,
States,,1600 Meter Relay,1986,2,"Burgess, Michael",Mount Pleasant,,,,,,
